11: [(1.3706449497814628, -4.927387177305469), (9.783678372844928, -9.689961347757134), (3.767754414891727, -1.4379387350947628), (2.4219605239172353, -1.4475345038593161), (-4.18807111955941, 2.758446959474897), (-6.443777709745197, 2.9895109314663397), (-9.254865519676637, -1.4948512291336034), (-7.525209540991319, -4.087062644134207), (-11.99656209222421, -2.115095393880513), (-19.82651420543339, -6.448981585877506), (-22.984540283671933, -17.88085841134974), (-21.34744188604984, -23.058799723569805), (-21.874275260664433, -19.07193276516778), (-17.591557598510818, -21.940217574169676), (3.4445576340336577, -21.361090576274215)]
12: [(25.05013954043418, 1.351770286984772), (21.197308018698635, 10.624394173410346), (7.998730709904806, 17.77907328791985), (3.9180270377661044, 22.486358973651132), (8.195731029078622, 21.93790929075702), (1.487059873352293, 13.704052283127622), (3.6678437101148464, 15.885629305719002), (3.6389124743575705, 14.975692994971944), (0.045175413238006, 6.309834252389948), (1.1426354661615288, 4.515037488455398), (2.3640125636190046, -5.513494385049616), (6.983463170309358, -10.260744294974966), (19.147476799243424, -11.632853244680366), (31.809078069941034, 4.847996052069244), (23.353370531252693, 0.17493102041345665)]
13: [(-3.8298705933028536, 10.493647759952655), (-1.344450053436014, 12.014119160157865), (0.39799962213651074, 16.22943407370471), (-8.85229336010283, 24.9583163485825), (-4.193593564795691, 26.215467252832305), (-15.973335211710143, 19.497871020128198), (-19.607004961151898, 17.79079431634329), (-27.46536712553144, 11.133614819013033), (-26.371508174892845, 7.3777785609034865), (-32.97099640829542, 12.019067662132777), (-31.696711332405037, 6.9902339833399605), (-20.033915560487355, -7.8389003883613695), (-14.083210268811628, -4.194795663577998), (-15.510120667791215, -4.239249721788586), (-0.6805695755664094, 0.10035543816243386)]
14: [(-6.600086226079883, 10.545718472726612), (-5.311935625325005, 10.93573465567824), (-5.063103865165384, 14.052212542740985), (-26.428589978830615, 8.085619694174675), (-29.391262086292194, 1.3816656516999157), (-23.173538201710713, -11.363311656163951), (-21.185351738376724, -21.568691188396443), (-17.13003351089899, -14.11748715557785), (-14.757195287273063, -22.222051268572272), (-16.42519949920568, -17.084221906549313), (-18.651643094352913, -14.589066348625117), (-16.302647911426675, -21.810746034796928), (-7.544617771358163, -16.530036273904987), (-8.837583848756971, -14.96971368384284), (-6.10455870298827, -14.864700408404957)]
15: [(16.69116337670038, 5.543154770128872), (4.161144725394926, 14.194550712203776), (8.010919106486364, 13.513099994506634), (-4.719923868062814, 16.936595659579982), (-8.240953392596397, 18.17516766773609), (-17.18691228315456, 7.3406341505627655), (-14.048268807978118, -0.29136140506285013), (-11.434699395222545, -6.45218279426011), (-4.464126277642223, -13.341375330214916), (-9.36476044914856, -14.459019160773162), (-2.8791338453618605, -6.653313149283154), (2.9035663688329985, -13.786766152807132), (10.385940449667466, -5.443758525824164), (16.263159249891743, -1.0352272672728702), (15.578152157400478, 1.272050173356666)]
16: [(10.745494228204272, 0.2493698292004547), (14.317908397198902, 6.314618124367047), (14.902758012634653, 14.940684897353007), (-1.9204677346112429, 18.875183068582885), (-4.674269486503702, 14.639270270108607), (-16.491052426850853, 9.45113743184609), (-10.55635698924078, 1.5952106590783932), (-13.897580580068173, -6.957101732126192), (-11.245547596502883, -7.295315228382891), (-6.420494226456848, -14.146236097375304), (-2.226291868450989, -12.723492975142422), (0.9270700547039561, -9.894240439704355), (10.864210701321372, -5.430198370839316), (10.580965372243108, -5.020701141439517), (11.807587631261974, -4.7863561743500656)]
17: [(6.075234563327895, -5.682052273929673), (3.7349152066765368, -2.8940729013365543), (0.6333769386048442, -1.6776563504339612), (4.455103863172846, -3.3324816140736324), (4.94306421016353, 2.710949666198474), (3.0554062974591325, 1.7222188637214035), (4.413045519944806, 2.2255990846227434), (-14.301588151746047, 14.805672750530054), (-27.237867391139293, -3.4039308786520266), (-23.181954901526634, -4.9873314728899425), (-27.87418012052961, -11.713513326437788), (-25.914067144273623, -12.190110133547426), (-19.94300368428648, -13.838317493458993), (-9.235104078377145, -16.115908158414655), (-7.496887088317727, -20.96051560051651)]
18: [(12.684561102257764, 11.493699320861367), (0.032584382893172226, 11.687809833823703), (0.7197808850598149, 12.36151491811814), (-6.537739137370419, 15.773206181840441), (-16.607443313621328, 12.23682034674637), (-21.507329656588393, 8.354801179592151), (-21.289057828088016, -3.5048920440457447), (-16.512833246944165, -0.8864327194536488), (-22.688212808316745, -2.085945955107739), (-5.306965255708503, -17.128493293059243), (-1.8087825952662309, -11.831523803137571), (-5.006884074759903, -8.745049198184743), (4.835774813720734, -11.82926769488512), (2.889624209693415, -12.688405581406577), (8.650624047697654, -2.505881415706045)]
19: [(20.28430583418765, 3.2629877779496694), (5.127463555227948, 12.669483840360616), (1.4879319332298704, 20.237043062298046), (-0.42479732226608524, 15.005368559699912), (-7.643616178422429, 12.734194083873785), (-7.26309835757513, 8.848684403409912), (-10.44207861850469, 2.9008511360352154), (-7.8504709668229875, 2.856640356522502), (-3.888816172781671, -6.2510350253972495), (-3.53611681415005, -3.762378337811859), (2.871395796858513, -5.863601720258963), (8.753131524672636, -16.01443024160413), (12.10647602496553, -4.428878616341242), (13.501863875347064, -6.367606366278716), (14.7155763389241, -2.0905489365933376)]
20: [(27.26299438938985, 3.276778648500403), (23.302410424776937, 6.815622333225714), (22.764376076667503, 12.470322667365169), (15.755985070622591, 14.231562894494473), (5.207428027132712, 10.039415830952537), (5.919287783783285, 9.757509766307736), (2.6375692402433737, 11.924120226112468), (0.719612268723564, 10.325745151760897), (1.136782083910325, -13.661211857072825), (0.40100987363257046, -7.865243356342907), (-1.1875533462745858, -20.314751314166312), (11.336204090627952, -15.44756826536449), (12.848916932758955, -12.645372217507463), (26.951485470944824, -2.019166629563185), (18.86431673609669, -1.8999911330064978)]
21: [(1.2198943775648337, 5.269259055311528), (-0.29464024327490357, 2.350669993849438), (2.2463130826304205, 12.28121219687652), (0.2419410886822272, 6.7152098745559385), (-4.485886544157823, 10.85313627576157), (-7.327031932841501, 7.147365917180073), (-5.759164381048124, 10.935960091489665), (-18.279429689368566, 4.865423796881671), (-13.810593875608697, 4.847692923079732), (-23.647677952300803, 3.350616745242268), (-22.38536946686149, 6.799749673090059), (-20.759875362691833, -4.122131834008196), (-27.026999122357893, 1.6756149581145412), (-4.405858403968326, -19.084210301035334), (2.022635612875387, -2.2017144827192148)]
22: [(18.30656635732163, 13.761433953837374), (11.803072908922003, 15.775333677269), (18.64846751500399, 14.248635024898848), (3.609922775137199, 17.911192090779068), (-12.725092885110138, 10.008690856761577), (-10.258767653092999, -0.5007907497142332), (-8.52392895852241, -3.2196031997815444), (-1.7284570018091747, -6.646912620552024), (4.561000408022189, -6.957890426492612), (8.009906136544512, -6.049302076389711), (12.720058521322722, -7.770027139105277), (18.5733602330763, -3.236431697574261), (17.295657234433122, -5.646291793031135), (19.12606721175737, -5.35513906737095), (17.819878568495756, 4.60651361059711)]
23: [(-2.3691937985326916, 8.618304849936052), (-4.563326541297771, 9.363260506973752), (-15.960790405871183, 15.829543123551716), (-15.110082533771404, 13.645214235074445), (-23.568131878363953, 12.825242286870301), (-30.96113085139236, -2.9938709521873736), (-27.224652786838107, -7.317268066210039), (-20.498687951208346, -10.86550928397462), (-22.258751076584165, -13.052681396103104), (-20.15002066654851, -18.22381556485695), (-6.38490966381873, -13.797591823168665), (-13.05226959382663, -17.202051452032205), (-6.427379874341781, -17.918638073280654), (0.18392802908950312, -10.495283497567575), (1.0306330083127162, -8.03079416708863)]
24: [(20.104696075038362, 2.0102638589378876), (16.146681519303524, 5.979379139615855), (7.249029746395388, 8.084642342132753), (8.577957580206679, 7.136803500602477), (5.4854526526924845, 1.0575771382997288), (-4.033260035966054, 1.2183419679314849), (-2.908168692300777, -2.6363893731485843), (-3.2280440594028152, -4.364749796613662), (0.755833374346941, -7.3946533645915), (-0.42735666745432166, -14.692865333392763), (9.798640340379047, -16.348140397695374), (7.544001467998449, -21.866851086148237), (9.70142046130627, -25.271250189496673), (21.384644450473598, -21.391238426674683), (20.991261510406474, -13.272415073543081)]
25: [(17.448261020388703, 12.927839386771028), (17.376620790285575, 20.680334375357777), (7.007420110209594, 18.31766521119684), (0.6427214221369191, 18.965141979329427), (0.9915276072629764, 21.36077542769305), (-3.9169694217744633, 22.763949124133816), (0.7943854179209655, 26.13742339279031), (-5.583600912098336, 21.72454119590924), (-10.771608561952684, -0.7243156973323401), (-12.702542792914482, -1.2582067525344391), (1.6214426206596142, -3.158821649322234), (5.7933138617231155, -7.430672573872036), (8.640634168309887, -4.019434524960071), (12.986449390454624, -6.665188067868822), (19.673130382059444, -2.226911874795258)]
26: [(3.7706799621473657, 12.773726310146944), (-7.13490980682867, 29.22371395864092), (-9.446500232389408, 25.614079578039295), (-8.448162179573982, 25.903276079420145), (-13.23365778763732, 24.82590246168939), (-15.659024255439643, 22.083907685943974), (-20.208089220597554, 19.949607338074795), (-22.316802889673056, 20.60967182101693), (-23.776485326485304, 16.037036051234924), (-17.33909538857425, 18.884566030123743), (-24.651837516691597, 4.917372498148795), (-21.3122643584419, 5.661862573740915), (-9.101416894717703, 0.03327703735994936), (-6.20154391956439, -6.909746938150815), (-5.526244792438944, -3.627843228927872)]
27: [(10.66245367822407, 2.518377743831545), (10.390273801614228, 2.4266525209343692), (-8.047698653073255, 13.458089596796977), (-0.5458357979961046, 18.686688080991736), (-6.36452351743064, 18.630407439231053), (-5.265496507025613, 13.552011763751214), (-6.215217967003493, 13.774580333197665), (-10.078135458139329, 10.373972108966624), (-25.727925341934096, -1.9237019236614552), (-25.090188712877676, -6.273381537419093), (-24.425308207074963, -5.13997580510458), (-11.741622049297971, -15.7455848947001), (-2.596928250130347, -15.763892044902605), (-8.398357276660096, -9.613130951226307), (1.1316314657730393, -2.705526717537631)]
28: [(-3.582770640632685, 16.02130882960362), (-11.920460991693925, 10.548121651176032), (-15.965918960390372, 9.445228136203884), (-19.4996827728004, 9.134531003883879), (-21.823526823750758, 6.431569403671963), (-28.20218777456849, -3.5267163073396195), (-18.866303991727023, -10.809412825650131), (-7.685882404736105, -13.773500521183689), (5.6198567867095175, -10.245701937967988), (5.637682482308222, -14.227037982375206), (-1.5624732812295559, -14.026183818902767), (7.884110648155248, -7.924526951337677), (5.666659296702284, -3.3731284086358717), (10.245563604508142, -4.661581098193862), (6.133073758505575, -3.022290368352577)]
29: [(23.146777686316995, 23.595598860785685), (19.86403321961967, 24.60873198855611), (9.301808066876442, 27.23446908540607), (0.09579480798764628, 19.82254113991828), (-3.194192021806693, 6.690561152401412), (1.618281271316329, -1.8967252721417323), (2.2163428864219035, -0.9566044956301427), (-0.7047403588953358, -2.141936710289873), (4.7551050057188515, -3.0535492332596963), (5.669210880188894, -5.538609639848979), (5.589669704227848, -4.124824735821857), (12.91479056411176, -1.6227909497225168), (20.257858274287337, -5.386395369863514), (20.820363172270223, -0.33806540477044855), (24.212596058202614, 7.103958004421488)]
30: [(11.058825986768632, 5.304637337901268), (7.2044475452046335, 8.592506630295016), (13.723837635893371, 18.1697264246432), (6.793173084813802, 20.90882455906567), (-10.778101515903302, 16.015313655515698), (-9.936116772541705, 21.30359241537473), (-15.923803524783104, 14.443764190553857), (-15.925531781984205, 7.639837541132874), (-16.438392878470847, -0.6512508012177922), (-18.75841237916403, -5.696860615332471), (-5.4082685730770415, -7.595333439903446), (-4.910398998783598, -11.447896112802498), (1.7481739690620168, -10.753066508092711), (8.778003714119208, 0.37667934136069725), (12.311357281862932, 7.033578768698073)]
31: [(3.4504853576883576, 25.516763814599905), (-0.07784620510322737, 31.12564616185777), (2.500455934629539, 27.523676874458694), (-6.308657079909755, 32.58300342766783), (-20.16126867003765, 9.848522194389606), (-13.107406325566988, 16.264152289017687), (-15.81894619634795, 11.068153272714648), (-12.63181179847817, -2.698300161870426), (-6.010498743093203, 4.884702559051211), (-3.2664041620672535, -2.2584721969336625), (-2.6159398035558, -1.9840132646089628), (1.9487684517740915, 1.200635189389734), (5.820550832066122, 6.458768021638581), (10.752388304747303, 14.756566429205641), (15.117469496966459, 18.289256667759638)]
32: [(3.0573801586674465, 16.331147318366355), (3.07897833110684, 13.0626009872613), (-24.58481637164645, 14.272464933970713), (-23.41063503505998, 11.678582054105686), (-22.434406785550358, 11.240306310621222), (-24.882695353078777, 3.3505708209365976), (-27.466760121826304, 3.589818404777072), (-15.094544944407083, -8.386288935761932), (-12.164572725728434, -3.807806717070627), (-16.462511256011016, -6.903865718812948), (-12.873324971402651, -9.744209822520439), (-8.614973062790668, -9.17446754793345), (-1.0401287125028251, -4.864977811674598), (7.771473363901132, 3.968239408751612), (3.894414081889097, 6.887193209215033)]
33: [(-1.2587244407499636, 3.270923991655501), (-2.998744078858409, 6.316367833244028), (-3.6805478812493546, 17.144236597999264), (-5.143749894163675, 8.989270574293585), (-9.285631410415293, 9.143373270039763), (-27.056899025279346, 13.180207026763743), (-27.553241929099947, -2.151367907266501), (-25.499726775000077, -3.4373019969484906), (-22.72618132650721, 2.0249761010802443), (-26.16680133288763, -9.059974936436014), (-23.89498554991674, -8.958590605248228), (-14.97758981508202, -12.317442604419059), (-18.904899840740892, -15.769085270512498), (-3.620409179426505, -4.581273044254632), (3.2973421437870005, -3.075733816540108)]
34: [(20.12035176481319, -3.822750295563864), (15.202991099622535, 6.5876387476767615), (10.088115278024178, 3.7725841399176705), (7.170833665439793, 10.387209503975535), (5.908222357400447, 13.793523990810327), (-1.8737165629905967, 9.941114705860524), (-12.490407043119312, 7.778385998198816), (-9.894708739357275, -3.0687570849171353), (-8.825741457297347, -3.990125222118854), (-8.478041607681657, -11.664489495797504), (-4.687202430455911, -13.812008577253792), (4.917314809572478, -16.548239069755954), (12.147997891117273, -17.312648392100762), (13.947018603166702, -6.349677391455451), (14.4311867318174, -8.74981513211406)]
35: [(6.154527814333517, 5.573510962966301), (-3.9753782492411283, 9.742674884753496), (-5.4783560800317055, 8.828737353634255), (-8.539615810962268, 13.607794201265097), (-1.5400666524653648, 18.01948842689593), (-14.598410756459696, 10.169812438005398), (-26.199824757608003, 10.906336804925731), (-32.194142495083, 1.9585972555159472), (-29.753286624632285, -6.747942354785704), (-21.67849627960618, -12.598769574072485), (-21.305245195650173, -14.955990393764846), (-16.879623592506018, -18.431676358845756), (-12.949113775146223, -11.598468208365814), (-13.946571313770475, -17.215235684765556), (-2.125452754268444, -6.239412711349578)]
36: [(19.542748345194425, 0.738804816905817), (16.078404598246028, -4.071968640133554), (18.208006736972152, 9.832026543502336), (2.245714654097728, 15.138245784852973), (1.9993723508606898, 12.824556396120515), (-8.478964185407927, 10.71948634425165), (-5.185848243777771, 4.933529869316979), (-13.137348315211137, -2.4836322571436087), (-4.437741859544138, -8.070576423339814), (-4.273550701852519, -11.660996979111426), (6.626440474248723, -16.51213475437737), (11.316411685718181, -16.96023190374834), (13.582540550409512, -17.666070133161426), (17.01919853189109, -5.360051677206075), (18.37749157544553, -3.986103609769942)]
37: [(5.025825796661452, -1.0281791087030854), (8.90610707445651, -8.491900230318851), (0.17988493659276328, 2.562167000197044), (-8.345359181410956, -2.894051354074001), (-9.197551706185894, -1.0767261169478428), (-11.42623800968483, -9.205748609813192), (-22.299277376171023, -17.622820310885352), (-13.256890992157684, -13.241678329869314), (-13.265503886431325, -20.383840262173987), (-15.231086233134999, -14.698147218604888), (7.49587286877896, -28.913857964504853), (7.103003784338028, -24.57907755611418), (9.054256716322447, -26.962945416079446), (1.832711171783532, -27.729244406723623), (10.507443355486352, -14.043117454435524)]
38: [(-2.881760347646896, 17.81662452536379), (-9.825628598471843, 28.463857726400395), (-6.072241834461559, 27.288467156241524), (-17.34320434765691, 28.036788607079547), (-29.926304453963315, 17.306848356315488), (-27.019392651853064, 18.156228619850054), (-26.82990969078406, 4.500451988506134), (-23.92145314952957, 8.274633806232586), (-27.636413562810613, -0.5786608208184334), (-21.700146323809705, 1.4542717001272218), (-15.48532542879581, -0.1324146620089861), (-13.438409201868634, -3.5479813283825656), (-13.483348214373665, -8.74414472224894), (-2.678849238728929, 1.8016776392213698), (-5.045651692826188, -1.9864387131880372)]
39: [(7.2957234539251345, -2.4560478453568924), (3.9525627953418017, -0.4979609380709915), (4.567487933412277, 2.76006522203679), (-4.317949133580771, 11.458140374949801), (-6.266970584783846, 8.191566588577071), (-23.712743689791047, 2.0171432833063068), (-15.769014110353396, -0.5827094805115927), (-15.47649455600121, -12.075310584676036), (-16.50433799778245, -22.37365419901098), (-17.477228885015986, -15.039818690700113), (-7.952552883520266, -21.912698584874033), (-5.571990349729354, -21.758113408990276), (1.904239472557657, -17.70264976362199), (-2.2424554854030028, -15.777243965853522), (3.909511943893246, -14.666831446243553)]
40: [(10.481424266805593, 6.779323535298413), (5.1630052127769375, 13.321154128925894), (5.120066651820715, 10.184449288009258), (0.7216119268164496, 19.08017689372611), (-5.8849604929717, 21.087477343996664), (-1.8222035888388124, 19.898383966844545), (-13.821341153721995, 18.30481198520775), (-19.348308685588872, 17.763716285443238), (-21.346692741705482, 8.695798380909348), (-26.450853389596013, 7.713980295391776), (-18.961624804602142, -4.322790761840885), (-12.656423618563753, -5.724689928677478), (-3.211097723258387, -10.802015993952322), (0.05555234817601029, 2.235470297576027), (10.75610303896703, 4.0236503456913155)]
41: [(10.860766536532378, 9.843251931934814), (14.479361507007123, 16.600987406361476), (10.148011924432687, 26.715443073549693), (6.80899462657349, 22.348988855985993), (-5.827832432412565, 30.012146806804687), (-5.7901289042251705, 27.94340413930056), (-8.345293602093742, 17.133545443765833), (-15.315627293010685, 16.795739451525947), (-13.191252996682886, 19.46837617089966), (-10.49709208250571, 8.037235185728893), (-12.030643312853822, -4.173241644453908), (0.07235036190831368, -6.554267514746871), (-4.466630913291584, 1.6452512453000114), (9.775564932793877, 0.5357005153931803), (17.683927390373235, 10.724459551881228)]
42: [(29.063169805797006, 21.758930522963045), (29.288110882403757, 24.698428614463722), (24.04564296361219, 30.544537393668346), (21.767319280388826, 23.151798612444992), (18.335947459376165, 23.542001300101205), (14.308896642185164, 33.10184666702933), (3.105164305479058, 29.827545977188954), (3.25018493894265, 23.526608981171115), (-2.404022455363477, 23.69605068512955), (-5.529052180304477, 19.76951526839731), (-4.914435225207557, 9.91691742079303), (6.466552342657032, 0.23699085520820906), (16.73488988805743, -1.7350854467058294), (23.680709379244178, 0.6544242746190743), (32.94905763862229, 13.960242382146786)]
43: [(21.129063710238583, 20.215352957937103), (10.326966509372154, 25.59090489236017), (10.683743823047099, 22.347245415962277), (9.127134870753414, 23.204097515983765), (-2.878532930216573, 28.395300773789085), (-10.427438760884645, 20.18704808911771), (-2.3528064529404786, 19.472087196936794), (-12.344603732605162, 2.4610395334559643), (-10.60547833660229, 0.9569300108289394), (-6.730157454509811, 2.223162299326639), (1.0492283662669424, 0.12082713661186828), (3.5180852275513166, -6.521057115193262), (21.671296287374595, 5.889937907531317), (16.103014925999755, 7.590119982286776), (21.27982371789969, 8.085032141542253)]
44: [(5.253938836999724, -0.4654330468294232), (3.4486387943896712, 0.38133068210176524), (-3.2138767058537354, 9.04695131157827), (-6.628050015995884, 8.111222599948), (-9.60823486533063, 18.4307921374474), (-13.208683148999379, 14.943487527846122), (-19.705316095618826, 14.842282575656071), (-26.141431612071234, 8.8472452307667), (-30.973386665534164, 0.8896540506896813), (-32.96066763002441, -1.7358188384339854), (-27.66498161314308, -8.725475334223542), (-12.429824215988814, -17.928348814150482), (-13.953877676461467, -13.195030727762331), (-10.197223475654106, -16.661812121511552), (-0.990885673609915, -8.179989803863933)]
45: [(29.78897860734826, 6.2583311934699495), (29.534447164813816, 12.463962861341209), (25.6824250238873, 15.289539970206853), (24.719087637113056, 11.602075108174777), (21.078597423412944, 21.048913794372467), (19.256255628570145, 20.02251899195268), (19.036015258052174, 25.937011923127653), (9.713931197384607, 24.953857615800015), (2.6487586792151485, 26.1937068255026), (-5.08408386510694, 18.907400467149348), (-9.569847466071886, 12.749867464856324), (-3.776178404867627, 4.650269893559035), (2.0539890189114978, -5.389095573327172), (19.48845340402019, -5.763899437611796), (29.835471853010556, 7.105620981230473)]
46: [(17.70696129902226, 8.416815242787854), (10.788494627403399, 6.2860191436921315), (11.194146692578641, 14.697730662040778), (10.131771595436339, 15.513250987010158), (11.903060035876566, 17.83185753478427), (7.561357783130237, 21.13240603025167), (-12.847198991200555, 9.823737753476165), (-13.524119447179586, 8.322018213739582), (-15.303216285587034, 5.772694214563693), (-9.339730708163888, -4.112803029355238), (-12.080778668415423, -1.4913469799932595), (-10.768812968695746, -4.982950585727026), (-4.389134109810334, -7.30207598705616), (-7.328950030790292, -14.190962194683813), (-2.0875822431130446, -9.67857792939517)]
47: [(21.336522092683886, 6.813004886261452), (7.535353266474916, 6.770313764070498), (11.219636236718442, 6.585672751381385), (6.719044133989995, 9.11147255319219), (6.945934004356407, 10.941401824982588), (4.860937730434794, 4.986030835540255), (0.1343423151742147, 7.267294852129428), (3.5901458079428137, 2.7537244101194336), (-3.5106905810424403, 3.5820621776834574), (-6.727977320172476, 7.219679187370561), (-1.806512713415458, -2.5697624722128607), (-5.21021201927579, -6.352493289775239), (-6.001421420372182, -3.4920054975962547), (26.338600953649976, -10.35543321852711), (22.923406744154533, -4.575917388507082)]
